city,rainfall,temperature,aqi,humidity,heat_index,orders_completed,active_hours,acceptance_rate,idle_time,avg_delivery_time,zone_demand,order_drop_rate,delivery_delay,traffic_level,zone_risk,experience,past_claims,trust_score,income_drop,premium_amount,weather_source
mumbai,2.83,25.84,121.28,88.25,25.84,,11.12,89.46,16.95,28.01,78.09,3.4,18.0,26.48,26.86,8.08,1.0,100.0,0,35.96,deterministic_fallback
bangalore,10.63,25.67,89.86,71.53,25.67,88.52,8.66,73.91,37.64,29.98,79.88,5.04,25.77,50.05,18.67,7.22,2.0,87.64,0,43.03,deterministic_fallback
mumbai,17.67,29.92,64.2,67.06,34.18,72.51,11.0,88.21,67.3,37.47,80.47,8.42,30.54,63.91,28.26,3.56,0.0,86.12,0,35.81,deterministic_fallback
hyderabad,15.37,37.08,115.66,65.02,54.99,78.81,8.67,88.43,25.74,38.85,79.45,0.58,30.74,47.53,28.78,7.86,1.0,98.68,1,48.64,deterministic_fallback
delhi,3.87,34.61,153.85,50.67,40.01,88.27,,79.31,,35.0,91.98,5.94,27.25,55.32,41.15,0.81,1.0,,0,57.72,deterministic_fallback
hyderabad,11.38,37.97,89.48,61.96,56.22,60.12,9.67,68.77,54.29,40.67,75.07,2.97,34.23,57.36,44.2,0.09,3.0,47.07,1,83.79,deterministic_fallback
chennai,13.98,,141.66,83.11,46.57,81.55,10.8,83.46,52.4,33.16,82.33,6.28,18.12,25.11,28.52,4.11,1.0,67.49,0,44.94,deterministic_fallback
chennai,18.3,32.42,117.63,78.91,45.42,55.42,7.66,85.64,52.06,42.45,73.61,12.67,29.93,57.74,29.07,3.32,0.0,82.63,0,57.27,deterministic_fallback
mumbai,7.88,28.37,146.33,66.85,30.93,78.99,10.43,,52.16,34.8,81.72,9.69,37.11,69.04,,1.27,2.0,61.15,0,85.38,deterministic_fallback
kolkata,8.53,32.78,118.74,80.54,47.56,76.83,,88.26,32.18,34.34,79.46,3.51,25.8,62.79,,8.71,1.0,95.01,0,30.1,deterministic_fallback
delhi,15.19,33.42,151.32,37.27,33.42,50.32,11.36,76.49,29.51,36.95,62.63,6.22,29.0,49.29,41.2,0.0,,67.2,0,48.32,deterministic_fallback
mumbai,10.83,35.88,129.93,84.06,60.0,72.75,9.85,72.66,21.76,41.99,85.72,4.31,23.52,39.4,35.18,5.21,0.0,88.12,0,44.18,deterministic_fallback
bangalore,5.2,18.75,103.03,79.6,18.75,65.5,11.26,89.77,32.02,37.0,73.55,10.67,38.98,61.67,30.03,2.24,1.0,72.99,0,70.88,deterministic_fallback
delhi,33.45,42.16,190.89,41.74,55.42,64.41,7.46,72.29,59.65,40.02,70.2,4.15,32.86,67.8,59.06,1.88,0.0,63.5,1,85.79,deterministic_fallback
chennai,15.28,32.47,51.72,69.85,41.76,78.2,9.92,84.73,29.49,37.19,80.14,,22.26,57.8,30.19,0.0,2.0,61.24,0,55.76,deterministic_fallback
chennai,9.85,34.38,107.68,67.73,,53.82,8.48,78.51,42.07,37.43,75.87,5.47,32.78,45.4,38.07,2.97,2.0,68.03,0,71.41,deterministic_fallback
delhi,0.0,37.07,146.54,45.37,43.7,76.56,9.82,81.39,32.12,30.95,76.22,2.62,19.38,48.9,26.63,5.64,,91.76,0,38.26,deterministic_fallback
kolkata,9.77,33.05,156.96,85.08,51.02,56.37,8.82,77.54,33.34,33.78,67.5,11.25,29.25,42.8,41.55,2.84,,81.84,0,46.97,deterministic_fallback
delhi,4.85,32.43,171.43,45.84,34.16,80.69,8.26,80.18,45.82,32.53,87.45,3.36,30.67,48.02,30.09,6.19,0.0,95.27,0,34.05,deterministic_fallback
bangalore,10.48,,37.55,74.06,37.16,62.92,9.08,82.27,28.77,38.66,71.75,4.68,37.94,45.55,31.14,3.6,0.0,77.79,0,43.78,deterministic_fallback
delhi,3.55,40.46,197.12,57.81,60.0,69.96,,72.02,63.62,45.79,75.18,12.07,33.61,78.15,46.18,5.97,1.0,90.65,1,74.57,deterministic_fallback
kolkata,26.76,30.21,,91.95,42.22,58.3,9.23,81.42,59.83,36.56,75.85,7.72,29.26,57.7,35.24,4.3,2.0,81.93,0,55.3,deterministic_fallback
mumbai,8.05,37.46,126.39,69.7,59.91,73.29,8.33,77.81,20.74,35.4,77.7,5.24,14.96,27.77,32.3,3.35,2.0,74.05,0,58.66,deterministic_fallback
mumbai,20.29,31.39,163.72,90.71,46.64,60.34,9.02,77.27,58.68,35.89,82.83,6.06,25.75,53.19,38.99,3.89,1.0,77.52,0,57.29,deterministic_fallback
bangalore,19.39,27.64,88.17,81.28,31.38,91.34,9.75,98.02,33.43,34.58,76.73,7.11,24.35,58.24,42.4,6.3,0.0,95.97,0,48.43,deterministic_fallback
kolkata,17.34,28.17,109.03,94.81,35.22,85.28,10.02,91.77,55.51,37.26,88.45,6.12,26.96,,36.7,3.83,0.0,75.92,0,44.75,deterministic_fallback
kolkata,7.91,29.45,136.92,80.37,36.1,95.0,9.92,84.76,40.31,24.88,78.21,4.22,19.84,40.68,38.08,8.53,1.0,100.0,0,42.84,deterministic_fallback
chennai,17.66,25.94,104.29,69.4,25.94,68.36,7.42,87.45,26.45,41.29,79.16,4.28,34.08,57.99,35.23,4.5,0.0,70.91,1,52.1,deterministic_fallback
kolkata,13.64,31.44,168.75,74.22,40.25,73.0,,91.33,28.14,44.51,68.13,7.59,27.58,49.82,55.25,1.18,0.0,67.67,0,66.42,deterministic_fallback
kolkata,30.29,32.13,150.97,74.61,42.59,74.49,10.69,76.37,46.24,41.41,88.36,7.07,33.97,66.05,53.74,0.0,1.0,55.36,1,82.44,deterministic_fallback
,16.77,22.1,87.54,69.44,22.1,63.22,8.73,80.15,52.59,29.9,71.47,5.78,24.32,42.83,39.96,4.02,0.0,75.99,0,47.23,deterministic_fallback
delhi,23.69,37.56,142.51,57.68,51.87,47.64,7.97,83.96,45.28,43.65,66.45,9.26,27.32,46.67,35.43,0.47,0.0,66.28,0,55.65,deterministic_fallback
chennai,13.32,,87.42,85.52,48.3,67.89,10.4,81.36,43.04,40.42,71.68,5.62,26.06,58.54,30.43,0.0,0.0,54.12,0,44.32,deterministic_fallback
hyderabad,6.82,28.39,99.56,54.66,29.41,76.43,9.43,92.47,43.51,33.21,71.24,6.37,27.95,59.44,45.09,2.21,1.0,83.45,0,63.98,deterministic_fallback
delhi,7.75,33.78,153.47,49.31,37.7,74.43,10.22,87.67,17.96,32.09,75.48,11.39,33.15,57.52,51.22,2.1,0.0,62.21,0,66.97,deterministic_fallback
mumbai,36.35,32.25,96.76,80.07,45.32,89.68,13.61,77.88,62.16,39.5,88.01,9.32,,61.2,55.31,6.43,2.0,77.31,0,77.48,deterministic_fallback
chennai,20.51,34.85,102.27,70.56,50.12,68.8,9.45,68.96,59.63,39.14,78.23,6.2,28.94,47.17,22.43,5.84,1.0,77.75,0,51.02,deterministic_fallback
delhi,8.77,,178.32,55.59,41.0,76.28,9.98,85.46,46.93,38.01,78.92,4.87,29.75,43.81,37.93,,0.0,,0,38.72,deterministic_fallback
kolkata,23.14,30.98,93.01,85.75,42.92,62.96,10.37,91.04,36.9,35.5,71.91,7.17,26.4,33.6,27.82,3.95,0.0,87.29,0,40.8,deterministic_fallback
delhi,8.3,34.52,179.42,,39.86,67.53,10.54,91.3,34.24,38.55,64.34,8.79,19.86,58.43,40.46,0.56,0.0,68.27,1,57.19,deterministic_fallback
mumbai,10.4,27.94,98.5,81.7,32.21,79.78,9.68,95.04,29.75,34.55,81.32,5.55,29.98,60.84,22.87,7.92,0.0,100.0,0,38.13,deterministic_fallback
chennai,7.41,31.17,106.58,79.52,41.28,56.91,7.69,88.38,28.3,40.38,75.77,6.07,21.7,58.19,39.24,3.76,1.0,69.71,0,56.44,deterministic_fallback
mumbai,25.56,33.85,118.39,84.89,54.47,60.49,8.97,86.74,73.97,40.5,83.84,5.81,22.65,55.02,,2.43,0.0,77.81,0,48.05,deterministic_fallback
mumbai,18.51,32.88,74.91,72.77,44.29,69.1,10.1,72.54,41.72,42.51,66.61,5.89,22.54,38.46,33.06,5.19,1.0,79.97,0,47.35,deterministic_fallback
hyderabad,12.05,29.84,83.05,66.14,33.78,79.58,9.67,85.21,53.83,33.96,87.4,3.68,26.9,63.8,45.1,1.82,1.0,68.15,0,55.07,deterministic_fallback
kolkata,,32.03,141.75,84.72,,66.99,10.86,73.49,59.9,41.83,71.91,7.87,26.07,62.31,49.07,3.8,2.0,79.63,0,73.11,deterministic_fallback
mumbai,14.08,29.6,126.46,75.65,35.37,82.55,11.56,93.99,46.83,45.41,78.19,7.01,24.47,61.36,,5.43,1.0,71.31,0,65.18,deterministic_fallback
delhi,6.02,31.46,191.04,51.36,33.7,82.41,11.34,84.97,33.92,39.97,64.54,11.42,31.26,62.56,39.7,5.58,0.0,100.0,1,65.32,deterministic_fallback
chennai,18.41,34.42,153.28,78.23,52.9,59.05,8.28,82.04,55.22,45.76,79.08,7.89,32.5,68.88,38.95,4.01,0.0,79.43,1,59.4,deterministic_fallback
kolkata,20.34,35.52,151.36,91.28,60.0,62.97,5.75,71.88,30.13,40.42,67.81,5.89,32.22,38.32,30.09,7.42,0.0,84.88,1,51.32,deterministic_fallback
bangalore,7.92,27.98,115.93,60.26,29.45,81.41,10.15,89.36,40.95,31.51,84.47,9.61,20.79,36.61,32.83,8.01,1.0,90.17,0,51.43,deterministic_fallback
mumbai,21.84,33.39,141.98,90.35,55.61,,6.0,73.23,35.57,40.61,71.48,8.43,29.63,55.23,39.95,0.0,2.0,55.12,1,82.57,deterministic_fallback
mumbai,12.51,34.92,179.66,79.19,55.67,41.52,5.59,73.53,37.99,36.91,65.35,8.32,31.5,47.84,49.85,0.3,1.0,54.75,1,90.77,deterministic_fallback
delhi,0.27,31.34,148.8,44.97,32.2,74.52,10.9,87.47,31.27,24.32,56.03,5.0,14.82,35.78,27.89,4.89,1.0,66.35,0,51.45,deterministic_fallback
mumbai,19.94,40.62,136.64,75.3,60.0,73.6,9.41,78.16,60.33,46.22,98.91,7.74,29.11,63.11,33.6,6.81,1.0,90.18,0,61.74,deterministic_fallback
hyderabad,7.31,29.05,150.01,50.57,29.8,80.95,7.83,85.9,9.81,25.6,,4.31,27.51,39.41,32.95,3.0,3.0,59.35,0,69.16,deterministic_fallback
mumbai,13.14,27.43,164.45,65.12,29.12,59.87,9.64,87.29,71.76,37.53,72.58,7.04,28.35,54.14,43.01,0.9,2.0,63.09,0,60.42,deterministic_fallback
bangalore,15.05,25.6,42.79,74.62,25.6,74.3,9.96,92.29,28.65,29.65,69.23,6.02,22.99,30.76,25.51,5.15,2.0,70.61,0,54.16,deterministic_fallback
hyderabad,15.46,31.5,112.29,75.08,,86.58,9.54,83.48,37.0,,90.5,7.68,25.5,46.31,22.12,8.1,,100.0,0,30.84,deterministic_fallback
hyderabad,13.48,27.84,108.55,46.14,27.96,46.07,8.43,94.99,53.32,42.61,67.83,10.39,37.07,65.4,41.34,0.92,1.0,66.03,1,78.11,deterministic_fallback
mumbai,,39.85,162.85,72.14,60.0,64.79,9.45,76.83,53.9,37.07,,10.17,28.79,57.78,20.68,4.74,1.0,81.4,0,57.87,deterministic_fallback
chennai,27.32,34.74,35.0,82.2,56.85,62.57,6.7,71.56,58.26,,81.03,9.14,30.05,54.95,16.76,5.07,1.0,85.88,1,52.24,deterministic_fallback
hyderabad,1.64,32.21,78.87,57.77,36.89,73.21,7.83,87.51,47.78,31.91,62.64,1.64,25.33,51.81,41.54,2.95,0.0,62.81,0,45.15,deterministic_fallback
chennai,4.88,30.4,35.0,81.07,39.26,64.47,8.12,86.43,68.56,37.68,67.33,4.66,20.44,62.95,39.04,0.0,1.0,54.72,0,56.87,deterministic_fallback
mumbai,19.39,28.49,139.83,78.74,33.13,83.81,10.76,90.13,52.95,32.95,82.13,2.79,29.5,53.64,29.99,5.13,0.0,98.06,0,45.88,deterministic_fallback
mumbai,9.02,32.59,183.33,74.08,43.88,75.06,9.2,83.83,35.46,42.18,90.94,9.92,,50.3,44.95,6.16,2.0,80.52,1,72.66,deterministic_fallback
kolkata,9.7,24.54,116.8,79.97,24.54,73.61,9.35,,36.16,28.72,67.46,,18.47,51.87,28.99,5.12,1.0,81.32,0,45.85,deterministic_fallback
delhi,6.93,31.17,177.14,30.5,31.17,69.18,10.81,80.4,36.64,51.57,68.2,6.5,24.45,58.92,34.38,4.47,0.0,79.3,0,54.43,deterministic_fallback
delhi,14.75,33.58,176.62,41.03,34.96,81.5,10.64,90.35,53.56,27.88,77.61,,15.86,36.39,31.77,4.98,0.0,95.15,1,47.89,deterministic_fallback
bangalore,30.06,31.35,58.65,77.99,41.31,32.8,6.6,73.54,75.56,49.42,51.03,10.53,21.78,50.34,55.34,1.93,1.0,65.36,1,69.14,deterministic_fallback
hyderabad,17.19,30.66,122.43,68.91,36.4,61.16,10.05,84.4,55.63,40.57,83.59,7.07,24.57,55.84,49.36,0.0,3.0,41.84,0,82.14,deterministic_fallback
kolkata,9.3,31.54,163.53,92.99,48.32,86.17,10.67,89.68,5.0,34.74,68.36,6.32,23.55,37.6,33.28,7.6,1.0,100.0,0,40.62,deterministic_fallback
delhi,17.78,36.06,166.31,53.95,45.17,61.89,8.73,79.92,17.94,37.57,65.26,8.27,33.2,45.97,51.74,1.2,2.0,50.31,0,73.13,deterministic_fallback
,12.74,37.55,124.35,63.97,56.06,68.83,8.21,65.3,37.19,36.23,81.3,7.24,26.9,39.37,17.69,6.89,3.0,81.6,0,52.99,deterministic_fallback
mumbai,13.21,24.8,134.02,73.98,24.8,88.27,12.12,80.71,43.19,37.46,74.94,6.68,30.01,60.45,34.14,3.7,0.0,73.15,0,36.56,deterministic_fallback
bangalore,6.7,30.26,89.48,79.13,38.2,67.44,9.12,88.47,44.99,33.77,65.91,10.06,33.54,61.46,38.41,3.57,0.0,73.51,0,56.81,deterministic_fallback
hyderabad,7.74,30.97,160.02,71.6,38.0,59.15,9.45,89.17,54.84,39.13,86.76,8.84,14.61,58.85,47.48,0.0,1.0,50.78,0,67.16,deterministic_fallback
,18.08,34.75,125.32,90.35,60.0,63.62,8.51,59.67,65.67,43.4,54.2,7.78,32.92,58.6,48.02,8.46,2.0,,0,59.46,deterministic_fallback
mumbai,43.37,30.32,151.23,79.58,38.55,51.53,9.4,83.74,68.1,38.83,,7.22,33.88,76.39,39.56,4.1,1.0,83.96,1,60.27,deterministic_fallback
bangalore,22.13,27.8,110.33,59.32,,70.51,9.67,,27.92,36.48,71.46,8.54,32.12,48.78,40.9,6.88,0.0,80.34,0,56.64,deterministic_fallback
kolkata,1.81,28.16,92.2,80.82,32.63,82.15,10.67,89.64,23.78,34.84,70.89,3.84,17.42,51.22,32.5,7.15,0.0,100.0,0,29.34,deterministic_fallback
hyderabad,6.02,29.13,75.87,58.6,31.03,89.99,11.85,84.44,36.2,29.89,85.55,9.48,21.6,45.63,38.04,1.68,2.0,69.76,0,70.9,deterministic_fallback
kolkata,14.21,28.24,117.15,94.66,35.46,79.35,11.2,100.0,45.87,30.49,63.75,10.19,19.78,,30.99,8.25,0.0,100.0,0,36.49,deterministic_fallback
chennai,27.64,30.66,59.42,78.03,39.11,77.65,9.53,82.7,33.69,41.0,90.69,9.25,,62.13,30.47,5.13,0.0,86.48,0,50.84,deterministic_fallback
bangalore,8.46,28.85,84.73,68.81,32.19,55.28,9.09,90.51,46.83,36.76,69.87,4.5,38.33,42.4,23.07,1.32,1.0,66.21,0,57.14,deterministic_fallback
chennai,7.17,29.38,158.33,75.16,34.7,64.11,9.51,93.96,24.05,34.87,61.97,5.26,24.53,59.01,39.09,4.92,2.0,87.0,0,57.69,deterministic_fallback
mumbai,7.71,27.76,86.27,81.82,31.78,73.67,11.09,85.82,11.49,37.17,56.25,6.35,32.0,48.63,36.66,,2.0,65.6,0,60.03,deterministic_fallback
mumbai,18.88,24.6,132.7,,24.6,59.02,8.33,87.23,39.38,42.37,72.97,5.64,34.83,66.69,41.72,4.76,1.0,85.17,0,61.91,deterministic_fallback
chennai,12.98,29.24,85.17,69.24,33.12,70.74,12.51,82.59,58.66,38.2,65.02,5.48,20.43,43.46,41.1,1.22,1.0,58.61,0,58.66,deterministic_fallback
chennai,15.91,36.25,67.52,66.81,53.04,75.85,8.84,72.64,63.41,43.02,82.42,7.63,28.34,61.97,33.1,8.17,1.0,100.0,0,41.53,deterministic_fallback
delhi,15.67,39.27,240.77,61.22,60.0,44.77,6.41,68.03,30.45,39.7,63.55,10.77,30.2,63.29,42.72,2.17,0.0,67.7,1,71.78,deterministic_fallback
bangalore,0.0,24.02,35.0,54.87,24.02,80.17,10.57,85.94,11.01,33.68,86.19,9.16,26.49,33.99,40.32,3.86,1.0,80.89,0,57.36,deterministic_fallback
hyderabad,7.24,31.06,66.35,71.68,38.29,80.44,9.15,78.64,44.27,31.82,78.8,6.31,26.28,38.12,18.19,7.52,0.0,85.74,0,37.23,deterministic_fallback
kolkata,21.1,26.66,139.64,67.4,26.66,42.99,9.16,79.71,47.49,40.01,64.65,7.5,39.41,67.14,47.7,0.0,0.0,50.15,0,59.44,deterministic_fallback
hyderabad,25.07,37.6,112.12,55.33,50.53,61.28,6.8,73.55,69.17,41.18,81.51,5.02,36.38,73.92,48.3,,2.0,63.33,1,92.69,deterministic_fallback
bangalore,12.77,33.73,98.95,76.8,49.3,68.04,8.74,79.34,52.26,36.75,77.26,7.98,31.44,56.54,31.5,,2.0,81.25,0,62.63,deterministic_fallback
delhi,8.08,37.54,253.57,49.65,47.07,66.78,6.99,82.82,50.51,34.59,79.79,,31.61,52.24,48.75,5.23,1.0,86.01,1,73.83,deterministic_fallback
bangalore,17.12,37.4,62.55,58.84,52.09,77.14,8.2,78.93,26.62,31.45,90.21,6.88,31.77,37.14,24.48,,1.0,94.88,0,45.57,deterministic_fallback
hyderabad,11.52,30.31,85.59,62.33,33.95,81.71,,82.43,47.7,32.41,75.74,4.97,23.24,53.98,29.23,6.62,0.0,98.49,0,27.36,deterministic_fallback
kolkata,8.27,26.83,160.16,82.2,29.54,73.03,9.56,85.89,63.72,29.22,74.06,4.57,16.65,47.81,38.86,3.49,1.0,71.49,0,52.52,deterministic_fallback
bangalore,8.07,25.07,93.7,66.92,25.07,84.44,9.41,91.22,37.55,34.88,84.93,7.96,23.16,43.8,28.37,4.48,1.0,83.09,0,51.4,deterministic_fallback
delhi,3.02,33.03,201.99,44.25,34.8,47.92,9.99,79.82,47.51,31.27,43.88,6.7,,61.45,,0.0,2.0,50.34,1,92.25,deterministic_fallback
delhi,17.37,44.29,168.26,50.11,60.0,69.3,9.1,67.95,40.91,39.8,75.06,11.21,24.68,57.84,29.66,6.6,1.0,86.34,0,53.36,deterministic_fallback
chennai,23.12,30.46,122.26,71.19,36.51,67.34,10.07,82.76,32.73,38.48,69.84,4.87,30.58,65.35,24.3,2.27,1.0,67.3,0,55.59,deterministic_fallback
chennai,18.84,,108.2,94.98,47.5,71.01,10.44,79.57,33.19,47.04,79.06,10.46,29.59,59.53,29.92,4.49,0.0,78.83,0,44.99,deterministic_fallback
mumbai,24.59,29.52,110.24,78.05,35.73,77.12,9.36,93.38,,33.41,67.28,6.53,30.65,52.95,37.25,4.99,0.0,84.51,1,61.39,deterministic_fallback
mumbai,16.09,35.29,83.46,76.3,,73.05,8.9,82.65,17.27,32.29,88.55,6.81,26.91,39.08,27.66,6.14,0.0,88.47,0,38.91,deterministic_fallback
hyderabad,7.32,35.24,101.4,54.25,43.07,56.2,9.62,80.88,27.72,33.2,63.82,7.83,29.0,,51.62,0.0,2.0,49.45,0,88.07,deterministic_fallback
mumbai,20.76,29.86,147.99,93.88,41.45,,10.83,96.95,23.43,37.3,70.88,9.54,,72.27,44.63,5.73,0.0,,0,55.42,deterministic_fallback
chennai,5.28,22.43,54.36,,22.43,59.77,9.41,85.96,32.99,32.26,69.03,8.56,21.84,57.83,29.33,3.55,1.0,75.6,0,53.36,deterministic_fallback
delhi,7.05,31.47,155.27,52.44,33.97,93.12,11.04,93.7,44.2,,,8.57,19.58,47.97,24.42,4.5,0.0,75.02,0,37.77,deterministic_fallback
mumbai,16.73,36.87,85.73,77.42,60.0,47.71,6.94,79.06,43.53,43.9,50.36,6.94,32.78,44.6,30.91,0.88,1.0,65.17,0,58.77,deterministic_fallback
kolkata,13.61,33.34,,70.7,44.89,79.67,8.69,88.89,35.38,36.45,94.8,12.18,37.52,54.22,34.63,5.38,1.0,79.48,0,65.04,deterministic_fallback
mumbai,16.4,32.22,125.7,72.76,42.13,72.44,9.06,83.85,52.14,45.52,89.19,8.96,32.53,58.92,25.94,3.74,1.0,76.81,0,51.06,deterministic_fallback
delhi,6.7,41.44,202.8,52.07,60.0,64.34,8.47,70.06,64.63,39.01,62.34,0.6,30.0,57.52,46.66,0.03,0.0,57.49,0,60.38,deterministic_fallback
mumbai,14.59,36.26,126.11,72.25,56.71,51.59,6.98,71.33,71.1,39.88,81.22,7.0,26.86,58.52,55.35,0.66,2.0,64.81,0,78.22,deterministic_fallback
mumbai,12.65,30.68,125.62,81.09,40.17,72.58,8.85,90.54,41.14,,78.33,5.68,24.71,44.42,36.09,5.54,,94.17,0,40.16,deterministic_fallback
mumbai,35.46,31.03,117.9,94.67,46.78,51.99,7.72,71.95,56.41,49.8,84.63,8.66,42.74,85.05,,0.0,1.0,50.85,1,84.12,deterministic_fallback
mumbai,19.38,29.12,126.86,80.92,,74.82,10.1,85.29,34.71,33.01,84.14,,26.38,40.12,29.25,4.2,0.0,84.98,0,51.31,deterministic_fallback
mumbai,18.87,30.23,84.07,67.88,35.08,73.87,9.22,97.48,43.33,39.25,98.95,8.3,31.29,40.28,31.93,5.92,0.0,99.33,1,52.62,deterministic_fallback
mumbai,18.16,27.25,157.73,72.68,29.55,69.43,10.4,89.86,45.67,36.7,61.94,6.26,34.58,51.83,32.27,7.56,1.0,86.34,1,56.77,deterministic_fallback
hyderabad,5.16,25.26,84.48,56.13,25.26,68.39,9.62,90.05,37.33,37.28,74.14,10.6,32.94,51.02,41.86,0.66,0.0,58.98,0,59.56,deterministic_fallback
hyderabad,4.55,26.22,98.76,55.55,26.22,77.33,10.86,77.12,45.71,28.69,56.41,3.01,25.61,64.16,,1.79,2.0,67.79,0,68.5,deterministic_fallback
delhi,10.44,40.6,169.78,51.05,57.57,50.68,,69.69,37.83,36.57,64.27,4.0,29.53,,55.06,0.5,,51.35,0,71.0,deterministic_fallback
delhi,0.0,27.11,194.78,51.5,27.62,95.0,12.33,91.1,5.0,24.2,99.48,,19.59,38.13,36.36,6.65,1.0,83.33,0,51.81,deterministic_fallback
bangalore,5.71,34.08,91.95,82.3,53.9,75.59,8.78,76.74,27.21,35.56,82.44,7.65,,,36.4,5.32,2.0,71.78,0,58.07,deterministic_fallback
kolkata,6.81,27.62,143.09,81.51,31.38,79.49,9.14,79.66,49.88,25.21,89.63,6.84,20.16,37.49,25.32,7.88,0.0,100.0,0,32.97,deterministic_fallback
chennai,20.9,38.56,92.16,66.45,60.0,50.14,7.38,72.97,67.5,49.5,74.84,5.98,35.73,67.54,54.32,0.0,2.0,49.55,0,79.31,deterministic_fallback
mumbai,22.24,28.46,161.34,89.01,35.02,75.46,9.92,90.61,57.25,35.23,80.22,6.69,33.2,54.29,30.95,6.51,4.0,74.77,0,80.19,deterministic_fallback
mumbai,11.76,25.28,,89.04,25.28,54.35,8.88,82.45,37.91,36.65,65.14,6.13,19.16,50.74,43.81,,0.0,57.72,0,57.33,deterministic_fallback
delhi,9.99,42.07,194.5,51.66,60.0,56.54,9.68,77.03,38.14,40.72,60.83,4.59,20.58,62.71,58.68,0.0,1.0,66.24,0,64.4,deterministic_fallback
delhi,3.58,38.14,197.96,47.32,47.46,64.82,8.82,90.1,56.6,38.31,66.38,9.44,26.65,40.66,39.53,2.82,0.0,68.94,0,61.17,deterministic_fallback
bangalore,12.4,22.19,,73.97,22.19,67.98,9.24,94.38,31.83,24.36,46.46,10.62,25.77,39.46,25.65,2.6,0.0,64.12,0,55.53,deterministic_fallback
bangalore,14.5,24.02,117.44,67.47,24.02,76.3,10.15,83.42,39.87,32.01,73.59,6.45,26.58,38.35,35.81,3.34,0.0,67.23,0,48.31,deterministic_fallback
mumbai,22.53,30.25,81.59,63.36,34.05,66.99,8.75,75.43,70.34,39.1,71.92,8.03,,61.41,54.59,0.0,1.0,63.06,0,66.48,deterministic_fallback
delhi,10.77,33.93,207.66,54.37,39.78,77.84,10.91,86.06,43.73,37.28,65.87,8.82,31.98,47.38,23.8,3.96,0.0,85.59,0,36.57,deterministic_fallback
bangalore,13.09,27.34,59.09,76.19,30.09,78.55,10.92,100.0,36.32,31.32,72.74,10.87,34.58,41.16,35.3,2.91,2.0,76.5,0,72.88,deterministic_fallback
mumbai,8.31,29.21,106.29,90.19,37.85,81.17,10.2,93.21,51.75,27.9,85.05,10.85,19.93,50.17,,7.26,0.0,86.57,0,30.48,deterministic_fallback
chennai,4.1,25.31,73.57,68.48,,95.0,11.13,87.58,37.6,38.45,89.64,5.22,24.54,55.77,23.41,,0.0,95.81,0,31.55,deterministic_fallback
mumbai,29.59,28.64,100.09,82.18,34.18,57.06,9.4,95.35,52.1,32.75,60.76,7.9,26.75,42.27,35.5,3.33,1.0,90.51,0,45.88,deterministic_fallback
kolkata,22.84,36.9,153.17,84.81,60.0,55.57,6.32,78.38,66.95,40.89,66.96,9.84,29.3,53.06,45.88,5.63,1.0,81.96,0,68.63,deterministic_fallback
mumbai,13.18,32.22,82.23,79.74,45.05,55.72,8.93,72.28,11.05,46.77,84.2,8.56,37.59,55.24,33.14,5.1,1.0,77.7,0,63.03,deterministic_fallback
chennai,12.74,30.66,132.88,75.94,38.45,71.06,9.29,90.95,46.26,36.55,81.36,4.74,29.38,55.02,45.08,4.49,1.0,78.69,0,57.92,deterministic_fallback
kolkata,11.59,28.65,138.47,82.22,34.22,78.02,8.15,89.72,24.94,30.07,93.06,1.9,22.89,39.13,40.01,8.03,0.0,100.0,0,39.52,deterministic_fallback
kolkata,19.09,27.7,126.01,84.22,31.95,78.1,8.91,81.37,37.97,31.89,89.62,5.4,23.13,47.17,35.37,5.78,2.0,84.57,0,53.81,deterministic_fallback
chennai,13.89,35.44,119.96,81.04,,61.45,6.8,74.46,36.66,42.24,100.0,,21.57,44.92,31.93,5.46,1.0,79.01,0,45.29,deterministic_fallback
chennai,20.15,30.44,103.18,85.37,40.79,68.07,8.34,86.29,,,72.78,6.84,33.89,51.4,38.78,4.94,1.0,76.81,0,49.6,deterministic_fallback
hyderabad,15.51,36.15,71.72,53.19,45.03,89.58,10.87,77.69,41.27,39.03,94.13,4.73,31.66,49.08,33.23,6.71,0.0,90.78,0,44.08,deterministic_fallback
chennai,26.51,34.63,101.12,74.74,51.69,55.09,9.14,75.94,58.34,46.74,66.49,6.65,32.62,64.03,26.14,5.51,0.0,82.21,1,46.98,deterministic_fallback
mumbai,25.96,31.2,147.95,76.7,40.36,73.86,10.37,80.43,46.71,37.39,95.44,12.4,29.55,54.53,45.91,2.89,0.0,66.67,0,73.97,deterministic_fallback
bangalore,6.77,24.2,94.47,64.02,24.2,78.7,10.78,91.01,,34.56,77.75,3.46,24.63,33.35,35.53,1.62,1.0,78.33,0,46.76,deterministic_fallback
bangalore,17.99,26.82,,56.51,27.63,81.56,11.24,84.21,41.25,34.33,81.23,5.65,18.26,49.92,29.49,4.82,0.0,81.34,0,43.24,deterministic_fallback
chennai,11.04,33.53,83.97,75.08,47.66,81.24,9.08,68.97,42.63,37.55,84.81,5.03,21.99,66.08,30.03,3.44,1.0,71.56,0,55.29,deterministic_fallback
bangalore,5.58,24.63,84.36,72.28,24.63,85.83,12.16,85.12,38.89,25.38,68.08,10.85,21.55,41.89,19.19,8.54,0.0,99.04,0,26.56,deterministic_fallback
